2025-02-11 21:18:21.750 | INFO     | __main__:<module>:41 - Logging to file: logs\project_log.log
2025-02-11 21:18:21.751 | INFO     | __main__:main:63 - STARTING utils_logger.py
2025-02-11 21:18:21.751 | INFO     | __main__:log_example:54 - This is an example info message.
2025-02-11 21:18:21.751 | WARNING  | __main__:log_example:55 - This is an example warning message.
2025-02-11 21:18:21.752 | ERROR    | __main__:log_example:56 - This is an example error message.
2025-02-11 21:18:21.752 | INFO     | __main__:main:68 - View the log output at logs\project_log.log
2025-02-11 21:18:21.753 | INFO     | __main__:main:69 - EXITING utils_logger.py.
2025-02-11 21:18:52.465 | INFO     | utils_logger:<module>:41 - Logging to file: logs\project_log.log
2025-02-11 21:18:52.465 | INFO     | __main__:main:38 - Starting database setup...
2025-02-11 21:18:52.467 | INFO     | __main__:main:52 - Connected to database: C:\Projects\datafun-05-sql\data\db.sqlite
2025-02-11 21:18:52.468 | INFO     | __main__:execute_sql_file:30 - Executed: C:\Projects\datafun-05-sql\sql_create\01_drop_tables.sql
2025-02-11 21:18:52.473 | INFO     | __main__:execute_sql_file:30 - Executed: C:\Projects\datafun-05-sql\sql_create\02_create_tables.sql
2025-02-11 21:18:52.476 | INFO     | __main__:execute_sql_file:30 - Executed: C:\Projects\datafun-05-sql\sql_create\03_insert_records.sql
2025-02-11 21:18:52.476 | INFO     | __main__:main:60 - Database setup completed successfully.
2025-02-11 21:18:52.477 | INFO     | __main__:main:65 - Database connection closed.
2025-02-11 21:19:07.137 | INFO     | utils_logger:<module>:41 - Logging to file: logs\project_log.log
2025-02-11 21:19:07.138 | INFO     | __main__:main:36 - Starting feature queries execution...
2025-02-11 21:19:07.139 | INFO     | __main__:main:52 - Connected to database: C:\Projects\datafun-05-sql\data\db.sqlite
2025-02-11 21:19:07.140 | INFO     | __main__:execute_sql_file:27 - Executed: C:\Projects\datafun-05-sql\sql_features\delete_records.sql
2025-02-11 21:19:07.140 | INFO     | __main__:execute_sql_file:27 - Executed: C:\Projects\datafun-05-sql\sql_features\update_records.sql
2025-02-11 21:19:07.140 | INFO     | __main__:main:58 - Feature queries execution completed successfully.
2025-02-11 21:19:07.140 | INFO     | __main__:main:63 - Database connection closed.
2025-02-11 22:01:06.625 | INFO     | utils_logger:<module>:41 - Logging to file: logs\project_log.log
2025-02-11 22:01:06.625 | INFO     | __main__:main:38 - Starting database setup...
2025-02-11 22:01:06.626 | INFO     | __main__:main:52 - Connected to database: C:\Projects\datafun-05-sql\data\db.sqlite
2025-02-11 22:01:06.626 | ERROR    | __main__:execute_sql_file:32 - Failed to execute C:\Projects\datafun-05-sql\sql_create\01_drop_tables.sql: [Errno 2] No such file or directory: 'C:\\Projects\\datafun-05-sql\\sql_create\\01_drop_tables.sql'
2025-02-11 22:01:06.626 | ERROR    | __main__:main:62 - Error during database setup: [Errno 2] No such file or directory: 'C:\\Projects\\datafun-05-sql\\sql_create\\01_drop_tables.sql'
2025-02-11 22:01:06.627 | INFO     | __main__:main:65 - Database connection closed.
2025-02-11 22:04:06.933 | INFO     | utils_logger:<module>:41 - Logging to file: logs\project_log.log
2025-02-11 22:04:06.933 | INFO     | __main__:main:38 - Starting database setup...
2025-02-11 22:04:06.935 | INFO     | __main__:main:52 - Connected to database: C:\Projects\datafun-05-sql\data\db.sqlite
2025-02-11 22:04:06.935 | INFO     | __main__:execute_sql_file:30 - Executed: C:\Projects\datafun-05-sql\sql_create\01_drop_tables.sql
2025-02-11 22:04:06.936 | INFO     | __main__:execute_sql_file:30 - Executed: C:\Projects\datafun-05-sql\sql_create\02_create_tables.sql
2025-02-11 22:04:06.936 | INFO     | __main__:execute_sql_file:30 - Executed: C:\Projects\datafun-05-sql\sql_create\03_insert_records.sql
2025-02-11 22:04:06.936 | INFO     | __main__:main:60 - Database setup completed successfully.
2025-02-11 22:04:06.937 | INFO     | __main__:main:65 - Database connection closed.
2025-02-11 22:22:27.484 | INFO     | utils_logger:<module>:41 - Logging to file: logs\project_log.log
2025-02-11 22:22:27.485 | INFO     | __main__:main:36 - Starting feature queries execution...
2025-02-11 22:22:27.486 | INFO     | __main__:main:52 - Connected to database: C:\Projects\datafun-05-sql\data\db.sqlite
2025-02-11 22:22:27.487 | INFO     | __main__:main:58 - Feature queries execution completed successfully.
2025-02-11 22:22:27.487 | INFO     | __main__:main:63 - Database connection closed.
2025-02-11 22:44:23.821 | INFO     | utils_logger:<module>:41 - Logging to file: logs\project_log.log
2025-02-11 22:44:23.822 | INFO     | __main__:main:38 - Starting database setup...
2025-02-11 22:44:23.823 | INFO     | __main__:main:52 - Connected to database: C:\Projects\datafun-05-sql\data\db.sqlite
2025-02-11 22:44:23.824 | INFO     | __main__:execute_sql_file:30 - Executed: C:\Projects\datafun-05-sql\sql_create\01_drop_tables.sql
2025-02-11 22:44:23.827 | INFO     | __main__:execute_sql_file:30 - Executed: C:\Projects\datafun-05-sql\sql_create\02_create_tables.sql
2025-02-11 22:44:23.830 | INFO     | __main__:execute_sql_file:30 - Executed: C:\Projects\datafun-05-sql\sql_create\03_insert_records.sql
2025-02-11 22:44:23.831 | INFO     | __main__:main:60 - Database setup completed successfully.
2025-02-11 22:44:23.831 | INFO     | __main__:main:65 - Database connection closed.
2025-02-11 22:46:51.712 | INFO     | utils_logger:<module>:41 - Logging to file: logs\project_log.log
2025-02-11 22:46:51.713 | INFO     | __main__:main:36 - Starting feature queries execution...
2025-02-11 22:46:51.713 | INFO     | __main__:main:52 - Connected to database: C:\Projects\datafun-05-sql\data\db.sqlite
2025-02-11 22:46:51.714 | INFO     | __main__:main:58 - Feature queries execution completed successfully.
2025-02-11 22:46:51.714 | INFO     | __main__:main:63 - Database connection closed.
2025-02-12 17:52:40.681 | INFO     | utils_logger:<module>:41 - Logging to file: logs\project_log.log
